timestep,x,y,yaw,velocity
0.000000,0.000000,0.000000,0.000000,0.000000
0.003989,0.000000,0.000000,0.000000,0.000000
0.007978,0.000000,0.000000,0.000000,0.000000
0.011980,0.000000,0.000000,0.000000,0.000000
0.015994,0.000000,0.000000,0.000000,0.000000
0.019980,0.000000,0.000000,0.000000,0.000000
0.024518,0.000000,0.000000,0.000000,0.000000
0.027977,0.000000,0.000000,0.000000,0.000000
0.032182,0.000000,0.000000,0.000000,0.000000
0.039553,0.000000,0.000000,0.000000,0.000000
0.039975,0.000000,0.000000,0.000000,0.000000
0.043997,0.000000,0.000000,0.000000,0.000000
0.047977,0.000000,0.000000,0.000000,0.000000
0.051979,0.000000,0.000000,0.000000,0.000000
0.055993,0.000000,0.000000,0.000000,0.000000
0.059979,0.000000,0.000000,0.000000,0.000000
0.063981,0.000000,0.000000,0.000000,0.000000
0.067977,0.000000,0.000000,0.000000,0.000000
0.071976,0.000000,0.000000,0.000000,0.000000
0.076055,0.000000,0.000000,0.000000,0.000000
0.081532,0.000000,0.000000,0.000000,0.000000
0.083993,0.000000,0.000000,0.000000,0.000000
0.088002,0.000000,0.000000,0.000000,0.000000
0.091992,0.000000,0.000000,0.000000,0.000000
0.096000,0.000000,0.000000,0.000000,0.000000
0.100532,0.000000,0.000000,0.000000,0.000000
0.104713,0.000000,0.000000,0.000000,0.000000
0.107976,0.000000,0.000000,0.000000,0.000000
0.114523,0.000000,0.000000,0.000000,0.000000
0.115997,0.000000,0.000000,0.000000,0.000000
0.119995,0.000000,0.000000,0.000000,0.000000
0.123978,0.000000,0.000000,0.000000,0.000000
0.127976,0.000000,0.000000,0.000000,0.000000
0.131978,0.000000,0.000000,0.000000,0.000000
0.135998,0.000000,0.000000,0.000000,0.000000
0.139977,0.000000,0.000000,0.000000,0.000000
0.144000,0.000000,0.000000,0.000000,0.000000
0.147977,0.000000,0.000000,0.000000,0.000000
0.151980,0.000000,0.000000,0.000000,0.000000
0.155998,0.000000,0.000000,0.000000,0.000000
0.159980,0.000000,0.000000,0.000000,0.000000
0.163977,0.000000,0.000000,0.000000,0.000000
0.168557,0.000000,0.000000,0.000000,0.000000
0.171982,0.000000,0.000000,0.000000,0.000000
0.175994,0.000000,0.000000,0.000000,0.000000
0.179979,0.000000,0.000000,0.000000,0.000000
0.183988,0.000000,0.000000,0.000000,0.000000
0.187984,0.000000,0.000000,0.000000,0.000000
0.191982,0.000000,0.000000,0.000000,0.000000
0.195994,0.000000,0.000000,0.000000,0.000000
0.199978,0.000000,0.000000,0.000000,0.000000
0.205527,0.000000,0.000000,0.000000,0.000000
0.207976,0.000000,0.000000,0.000000,0.000000
0.211978,0.000000,0.000000,0.000000,0.000000
0.215995,0.000000,0.000000,0.000000,0.000000
0.219978,0.000000,0.000000,0.000000,0.000000
0.227566,0.000000,0.000000,0.000000,0.000000
0.227978,0.000000,0.000000,0.000000,0.000000
0.231977,0.000000,0.000000,0.000000,0.000000
0.236004,0.000000,0.000000,0.000000,0.000000
0.239986,0.000000,0.000000,0.000000,0.000000
0.244000,0.000000,0.000000,0.000000,0.000000
0.247979,0.000000,0.000000,0.000000,0.000000
0.251981,0.000000,0.000000,0.000000,0.000000
0.255995,0.000000,0.000000,0.000000,0.000000
0.259976,0.000000,0.000000,0.000000,0.000000
0.263980,0.000000,0.000000,0.000000,0.000000
0.267978,0.000000,0.000000,0.000000,0.000000
0.273854,0.000000,0.000000,0.000000,0.000000
0.275991,0.000000,0.000000,0.000000,0.000000
0.279977,0.000000,0.000000,0.000000,0.000000
0.283978,0.000000,0.000000,0.000000,0.000000
0.287977,0.000000,0.000000,0.000000,0.000000
0.291984,0.000000,0.000000,0.000000,0.000000
0.295994,0.000000,0.000000,0.000000,0.000000
0.301517,0.000000,0.000000,0.000000,0.000000
0.303976,0.000000,0.000000,0.000000,0.000000
0.307979,0.000000,0.000000,0.000000,0.000000
0.311980,0.000000,0.000000,0.000000,0.000000
0.315993,0.000000,0.000000,0.000000,0.000000
0.320216,0.000000,0.000000,0.000000,0.000000
0.323980,0.000000,0.000000,0.000000,0.000000
0.327978,0.000000,0.000000,0.000000,0.000000
0.331980,0.000000,0.000000,0.000000,0.000000
0.337550,0.000000,0.000000,0.000000,0.000000
0.339978,0.000000,0.000000,0.000000,0.000000
0.343998,0.000000,0.000000,0.000000,0.000000
0.347980,0.000000,0.000000,0.000000,0.000000
0.351978,0.000000,0.000000,0.000000,0.000000
0.355995,0.000000,0.000000,0.000000,0.000000
0.361522,0.000000,0.000000,0.000000,0.000000
0.363979,0.000000,0.000000,0.000000,0.000000
0.367977,0.000000,0.000000,0.000000,0.000000
0.371978,0.000000,0.000000,0.000000,0.000000
0.375996,0.000000,0.000000,0.000000,0.000000
0.380518,0.000000,0.000000,0.000000,0.000000
0.383978,0.000000,0.000000,0.000000,0.000000
0.387986,0.000000,0.000000,0.000000,0.000000
0.394518,0.000000,0.000000,0.000000,0.000000
0.395992,0.000000,0.000000,0.000000,0.000000
0.399979,0.000000,0.000000,0.000000,0.000000
0.403977,0.000000,0.000000,0.000000,0.000000
0.407977,0.000000,0.000000,0.000000,0.000000
0.411977,0.000000,0.000000,0.000000,0.000000
0.415992,0.000000,0.000000,0.000000,0.000000
0.419981,0.000000,0.000000,0.000000,0.000000
0.423975,0.000000,0.000000,0.000000,0.000000
0.429552,0.000000,0.000000,0.000000,0.000000
0.431977,0.000000,0.000000,0.000000,0.000000
0.435997,0.000000,0.000000,0.000000,0.000000
0.440002,0.000000,0.000000,0.000000,0.000000
0.443995,0.000000,0.000000,0.000000,0.000000
